name,year_start,year_end,position,height,weight,birth_date,college
Tracy Murray,1993,2004,F,06-Jul,225,"July 25, 1971","University of California, Los Angeles"
Trajan Langdon,2000,2002,G,06-Mar,197,"May 13, 1976",Duke University
Travis Best,1996,2005,G,05-Nov,182,"July 12, 1972",Georgia Institute of Technology
Travis Diener,2006,2010,G,06-Jan,175,"March 1, 1982",Marquette University
Travis Grant,1973,1976,F,06-Jul,215,"January 1, 1950",Kentucky State University
Travis Hansen,2004,2004,G,06-Jun,205,"April 15, 1978",Brigham Young University
Travis Knight,1997,2003,C,7-0,235,"September 13, 1974",University of Connecticut
Travis Leslie,2012,2012,G,06-Apr,205,"March 29, 1990",University of Georgia
Travis Mays,1991,1993,G,06-Feb,190,"June 19, 1968",University of Texas at Austin
Travis Outlaw,2004,2014,F,06-Sep,210,"September 18, 1984",
Travis Wear,2015,2015,F,06-Oct,230,"September 21, 1990","University of California, Los Angeles"
Travis Williams,1998,1999,F,06-Jun,215,"May 27, 1969",South Carolina State University
Tree Rollins,1978,1995,C,07-Jan,235,"June 16, 1955",Clemson University
Tremaine Fowlkes,2002,2005,F,06-Aug,220,"April 11, 1976","California State University, Fresno"
Trent Tucker,1983,1993,G,06-May,193,"December 20, 1959",University of Minnesota
Trenton Hassell,2002,2010,G,06-May,200,"March 4, 1979",Austin Peay State University
Treveon Graham,2017,2018,G,06-Jun,220,"October 29, 1993",Virginia Commonwealth University
Trevor Ariza,2005,2018,F,06-Aug,215,"June 30, 1985","University of California, Los Angeles"
Trevor Booker,2011,2018,F,06-Aug,228,"November 25, 1987",Clemson University
Trevor Ruffin,1995,1996,G,06-Jan,185,"September 26, 1970",University of Hawaii
Trevor Wilson,1991,1996,F,06-Jul,210,"March 16, 1968","University of California, Los Angeles"
Trevor Winter,1999,1999,C,7-0,275,"January 7, 1974",University of Minnesota
Trey Burke,2014,2017,G,06-Jan,191,"November 12, 1992",University of Michigan
Trey Gilder,2010,2010,F,06-Sep,185,"January 24, 1985",Northwestern State University
Trey Johnson,2009,2012,G,06-May,218,"August 30, 1984",Jackson State University
Trey Lyles,2016,2018,F,06-Oct,234,"November 5, 1995",University of Kentucky
Trey Thompkins,2012,2012,F,06-Oct,245,"May 20, 1990",University of Georgia
Tristan Thompson,2012,2018,F-C,06-Sep,238,"March 13, 1991",University of Texas at Austin
Trooper Washington,1968,1973,F-C,06-Jul,215,"April 21, 1944",Cheyney University of Pennsylvania
Troy Bell,2004,2004,G,06-Jan,180,"November 10, 1980",Boston College
Troy Daniels,2014,2018,G,06-Apr,205,"July 15, 1991",Virginia Commonwealth University
Troy Hudson,1998,2008,G,06-Jan,170,"March 13, 1976",Southern Illinois University
Troy Murphy,2002,2013,F-C,06-Nov,245,"May 2, 1980",University of Notre Dame
Troy Williams,2017,2018,F,06-Jul,218,"December 30, 1994",Indiana University
Truck Robinson,1975,1985,F-C,06-Jul,225,"October 4, 1951",Tennessee State University
Ty Lawson,2010,2017,G,05-Nov,195,"November 3, 1987",University of North Carolina
Tyler Cavanaugh,2018,2018,F,06-Sep,239,"February 9, 1994",George Washington University
Tyler Dorsey,2018,2018,G,06-May,183,"February 14, 1996",University of Oregon
Tyler Ennis,2015,2018,G,06-Mar,194,"August 24, 1994",Syracuse University
Tyler Hansbrough,2010,2016,F,06-Sep,250,"November 3, 1985",University of North Carolina
Tyler Honeycutt,2012,2013,F,06-Aug,188,"July 15, 1990","University of California, Los Angeles"
Tyler Johnson,2015,2018,G,06-Apr,186,"May 7, 1992","California State University, Fresno"
Tyler Lydon,2018,2018,F,06-Oct,215,"April 9, 1996",Syracuse University
Tyler Ulis,2017,2018,G,05-Oct,150,"January 5, 1996",University of Kentucky
Tyler Zeller,2013,2018,F-C,7-0,253,"January 17, 1990",University of North Carolina
Tyreke Evans,2010,2018,G-F,06-Jun,220,"September 19, 1989",University of Memphis
Tyrone Britt,1968,1968,G,06-Apr,190,"April 18, 1944",Johnson C. Smith University
Tyrone Corbin,1986,2001,G-F,06-Jun,210,"December 31, 1962",DePaul University
Tyrone Hill,1991,2004,F,06-Sep,240,"March 19, 1968",Xavier University
Tyrone Nesby,1999,2002,F,06-Jun,225,"January 31, 1976","University of Nevada, Las Vegas"
Tyronn Lue,1999,2009,G,6-0,175,"May 3, 1977",University of Nebraska
Tyrus Thomas,2007,2015,F,06-Sep,215,"August 17, 1986",Louisiana State University
Tyshawn Taylor,2013,2014,G,06-Mar,185,"April 12, 1990",University of Kansas
Tyson Chandler,2002,2018,C,07-Jan,240,"October 2, 1982",
Tyson Wheeler,1999,1999,G,05-Oct,165,"October 8, 1975",University of Rhode Island
Tyus Edney,1996,2001,G,05-Oct,152,"February 14, 1973","University of California, Los Angeles"
Tyus Jones,2016,2018,G,06-Feb,195,"May 10, 1996",Duke University
Udonis Haslem,2004,2018,F-C,06-Aug,235,"June 9, 1980",University of Florida
Uros Slokar,2007,2007,F,06-Oct,238,"May 14, 1983",
Uwe Blab,1986,1990,C,07-Jan,252,"March 26, 1962",Indiana University
Vander Blue,2014,2018,G,06-Apr,200,"July 17, 1992",Marquette University
Vann Williford,1971,1971,F,06-Jun,195,"January 26, 1948",North Carolina State University
Vassilis Spanoulis,2007,2007,G,06-Apr,195,"August 7, 1982",
Vern Fleming,1985,1996,G,06-May,185,"February 4, 1962",University of Georgia
Vern Gardner,1950,1952,F-C,06-May,200,"May 14, 1925",University of Utah
Vern Hatton,1959,1962,G,06-Mar,195,"January 13, 1936",University of Kentucky
Vern Mikkelsen,1950,1959,F-C,06-Jul,230,"October 21, 1928",Hamline University
Vernon Macklin,2012,2012,F,06-Oct,227,"September 20, 1986",University of Florida
Vernon Maxwell,1989,2001,G,06-Apr,180,"September 12, 1965",University of Florida
Vester Marshall,1974,1974,F,06-Jul,200,"December 22, 1948",University of Oklahoma
Viacheslav Kravtsov,2013,2014,C,7-0,260,"August 25, 1987",
Vic Bartolome,1972,1972,C,7-0,230,"September 29, 1948",Oregon State University
Victor Alexander,1992,2002,C-F,06-Sep,265,"August 31, 1969",Iowa State University
Victor Claver,2013,2015,F,06-Sep,224,"August 30, 1988",
Victor Oladipo,2014,2018,G,06-Apr,210,"May 4, 1992",Indiana University
Viktor Khryapa,2005,2008,F,06-Sep,210,"August 3, 1982",
Vin Baker,1994,2006,F,06-Nov,232,"November 23, 1971",University of Hartford
Vince Boryla,1950,1954,F,06-May,210,"March 11, 1927",University of Denver
Vince Carter,1999,2018,G-F,06-Jun,220,"January 26, 1977",University of North Carolina
Vince Hunter,2018,2018,F,06-Aug,208,"August 5, 1994",University of Texas at El Paso
Vince Taylor,1983,1983,G-F,06-May,180,"September 11, 1960",Duke University
Vincent Askew,1988,1998,G-F,06-Jun,210,"February 28, 1966",University of Memphis
Vincent Yarbrough,2003,2003,G-F,06-Jul,210,"March 21, 1981",University of Tennessee
Vincenzo Esposito,1996,1996,G,06-Mar,198,"January 3, 1969",
Vinnie Johnson,1980,1992,G,06-Feb,200,"September 1, 1956",Baylor University
Vinny Del Negro,1989,2002,G,06-Apr,185,"August 9, 1966",North Carolina State University
Virgil Vaughn,1947,1947,F-C,06-Apr,205,"May 15, 1918",Western Kentucky University
Vitaly Potapenko,1997,2007,C,06-Oct,280,"March 21, 1975",Wright State University
Vitor Faverani,2014,2014,C,06-Nov,260,"May 5, 1988",
Vlade Divac,1990,2005,C,07-Jan,243,"February 3, 1968",
Vladimir Radmanovic,2002,2013,F,06-Oct,227,"November 19, 1980",
Vladimir Stepania,1999,2004,C,7-0,236,"May 8, 1976",
Voise Winters,1986,1986,F,06-Aug,200,"October 12, 1962",Bradley University
Von Wafer,2006,2012,G,06-May,210,"July 21, 1985",Florida State University
Vonteego Cummings,2000,2002,G,06-Mar,185,"February 29, 1976",University of Pittsburgh
Voshon Lenard,1996,2006,G,06-Apr,205,"May 14, 1973",University of Minnesota
Wade Baldwin,2017,2017,G,06-Apr,202,"March 29, 1996",Vanderbilt University
Wah Wah Jones,1950,1952,F,06-Apr,225,"July 14, 1926",University of Kentucky
Wali Jones,1965,1976,G,06-Feb,180,"February 14, 1942",Villanova University
Walker Banks,1971,1971,C,06-Oct,205,"August 26, 1947",Western Kentucky University
Walker Russell,1983,1988,G,06-May,195,"October 26, 1960",Western Michigan University
Walker Russell,2012,2012,G,6-0,170,"October 6, 1982",Jacksonville State University
Wallace Bryant,1984,1986,C,7-0,245,"July 14, 1959",University of San Francisco
Wally Anderzunas,1970,1970,C-F,06-Jul,220,"January 11, 1946",Creighton University
Wally Osterkorn,1952,1955,F-C,06-May,215,"July 6, 1928",University of Illinois at Urbana-Champaign
Wally Rank,1981,1981,F-G,06-Jun,220,"March 1, 1958",San Jose State University
Wally Szczerbiak,2000,2009,F,06-Jul,244,"March 5, 1977",Miami University
Wally Walker,1977,1984,F,06-Jul,190,"July 18, 1954",University of Virginia
Walt Bellamy,1962,1975,C,06-Nov,225,"July 24, 1939",Indiana University
Walt Budko,1949,1952,F-C,06-May,220,"July 30, 1925",Columbia University
Walt Davis,1954,1958,C-F,06-Aug,205,"January 5, 1931",Texas A&M University
Walt Frazier,1968,1980,G,06-Apr,200,"March 29, 1945",Southern Illinois University
Walt Gilmore,1971,1971,F,06-Jun,225,"February 27, 1947",Fort Valley State University
Walt Hazzard,1965,1974,G,06-Feb,185,"April 15, 1942","University of California, Los Angeles"
Walt Kirk,1949,1952,G-F,06-Mar,173,"September 3, 1924",University of Illinois at Urbana-Champaign
Walt Lautenbach,1950,1950,G-F,06-Feb,185,"November 17, 1922",University of Wisconsin
Walt Miller,1947,1947,F,06-Feb,190,"July 30, 1915",Duquesne University
Walt Szczerbiak,1972,1972,F,06-Jun,210,"August 21, 1949",George Washington University
Walt Wesley,1967,1976,C,06-Nov,220,"January 25, 1945",University of Kansas
Walt Williams,1993,2003,F-G,06-Aug,219,"April 16, 1970",University of Maryland
Walter Berry,1987,1989,F,06-Aug,215,"May 14, 1964",St. John's University
Walter Bond,1993,1995,G,06-May,200,"February 1, 1969",University of Minnesota
Walter Byrd,1970,1970,F,06-Jul,205,,Temple University
Walter Davis,1978,1992,G-F,06-Jun,193,"September 9, 1954",University of North Carolina
Walter Dukes,1956,1963,C,7-0,220,"June 23, 1930",Seton Hall University
Walter Herrmann,2007,2009,F,06-Sep,225,"June 26, 1979",
Walter Jordan,1981,1981,F,06-Jul,198,"February 19, 1956",Purdue University
Walter McCarty,1997,2006,F,06-Oct,230,"February 1, 1974",University of Kentucky
Walter Palmer,1991,1993,C-F,07-Jan,215,"October 23, 1968",Dartmouth College
Walter Piatkowski,1969,1972,F,06-Aug,220,"June 11, 1945",Bowling Green State University
Walter Sharpe,2009,2009,F,06-Sep,245,"July 18, 1986",University of Alabama at Birmingham
Walter Simon,1968,1974,F-G,06-Jun,200,"December 1, 1939",Benedict College
Wang Zhizhi,2001,2005,C,7-0,255,"July 8, 1977",
Ward Williams,1949,1949,F,06-Apr,195,"June 26, 1923",Indiana University
Wardell Jackson,1975,1975,F,06-Jul,200,"July 18, 1951",Ohio State University
Warren Davis,1968,1973,F-C,06-Jun,212,"June 30, 1943",North Carolina Agricultural and Technical State University
Warren Fenley,1947,1947,F,06-Mar,190,"February 8, 1922",Manhattan College
Warren Jabali,1969,1975,G-F,06-Feb,200,"August 29, 1946",Wichita State University
Warren Kidd,1994,1994,F,06-Sep,235,"September 9, 1970",Middle Tennessee State University
Warren Perkins,1950,1951,G-F,06-Mar,190,"February 2, 1922",Tulane University
Wat Misaka,1948,1948,G,05-Jul,150,"December 21, 1923",University of Utah
Wayman Britt,1978,1978,G,06-Feb,185,"August 31, 1952",University of Michigan
Wayman Tisdale,1986,1997,F-C,06-Sep,240,"June 9, 1964",University of Oklahoma
Wayne Chapman,1969,1972,G-F,06-Jun,190,"June 15, 1945",Western Kentucky University
Wayne Cooper,1979,1992,C-F,06-Oct,220,"November 16, 1956",University of New Orleans
Wayne Ellington,2010,2018,G,06-Apr,200,"October 29, 1987",University of North Carolina
Wayne Embry,1959,1969,C-F,06-Aug,240,"March 26, 1937",Miami University
Wayne Englestad,1989,1989,F,06-Aug,245,"December 6, 1966","University of California, Irvine"
Wayne Hightower,1963,1972,F-C,06-Aug,192,"January 14, 1940",University of Kansas
Wayne Kreklow,1981,1981,G,06-Apr,175,"January 4, 1957",Drake University
Wayne Molis,1967,1968,F,06-Aug,230,"April 17, 1943",Lewis University
Wayne Pack,1975,1975,G,6-0,165,"July 5, 1950",Tennessee Technological University
Wayne Radford,1979,1979,G,06-Mar,205,"May 29, 1956",Indiana University
Wayne Robinson,1981,1981,F,06-Aug,217,"April 19, 1958",Virginia Polytechnic Institute and State University
Wayne Sappleton,1985,1985,F,06-Sep,215,"November 17, 1960",Loyola University of Chicago
Wayne See,1950,1950,G,06-Mar,190,"November 3, 1923",Northern Arizona University
Wayne Selden,2017,2018,G-F,06-May,230,"September 30, 1994",University of Kansas
Wayne Simien,2006,2007,F,06-Sep,255,"March 9, 1983",University of Kansas
Wayne Stevens,1960,1960,F,06-Mar,185,"June 19, 1936",University of Cincinnati
Wayne Turner,2000,2000,G,06-Feb,190,"March 22, 1976",University of Kentucky
Wayne Yates,1962,1962,C,06-Aug,235,"November 7, 1937",University of Memphis
Wendell Ladner,1971,1975,F,06-May,220,"October 6, 1948",University of Southern Mississippi
Wes Matthews,1981,1990,G,06-Jan,170,"August 24, 1959",University of Wisconsin
Wes Unseld,1969,1981,C-F,06-Jul,245,"March 14, 1946",University of Louisville
Wesley Bialosuknia,1968,1968,G,06-Feb,185,"June 8, 1945",University of Connecticut
Wesley Cox,1978,1979,F,06-Jun,215,"January 27, 1955",University of Louisville
Wesley Iwundu,2018,2018,F,06-Jul,193,"December 20, 1994",Kansas State University
Wesley Johnson,2011,2018,F-G,06-Jul,215,"July 11, 1987",Syracuse University
Wesley Matthews,2010,2018,G,06-May,220,"October 14, 1986",Marquette University
Wesley Person,1995,2005,G,06-Jun,195,"March 28, 1971",Auburn University
Whitey Bell,1960,1961,G,6-0,180,"September 13, 1932",North Carolina State University
Whitey Kachan,1949,1949,G,06-Feb,175,"September 15, 1925",DePaul University
Whitey Martin,1962,1962,G,06-Feb,185,"April 11, 1939",St. Bonaventure University
Whitey Skoog,1952,1957,G,05-Nov,180,"November 2, 1926",University of Minnesota
Whitey Von Nieda,1950,1950,G-F,06-Jan,170,"June 19, 1922",Pennsylvania State University
Wil Jones,1970,1978,F,06-Aug,205,"February 27, 1947",Albany State University
Wilber Kirkland,1970,1970,F,06-Jul,190,,Cheyney University of Pennsylvania
Wilbert Kautz,1947,1947,G-F,6-0,180,"September 7, 1915",Loyola University of Chicago
Wilbert Robinson,1974,1974,G,06-Feb,175,"December 25, 1949",West Virginia University
Wilbur Holland,1976,1979,G,6-0,175,"November 8, 1951",University of New Orleans
Wiley Peck,1980,1980,G,06-Jul,220,"September 15, 1957",Mississippi State University
Will Barton,2013,2018,G,06-Jun,175,"January 6, 1991",University of Memphis
Will Blalock,2007,2007,G,6-0,205,"September 8, 1983",Iowa State University
Will Bynum,2006,2015,G,6-0,185,"January 4, 1983",Georgia Institute of Technology
Will Cherry,2015,2015,G,6-0,185,"February 8, 1991",University of Montana
Will Conroy,2007,2013,G,06-Feb,195,"December 8, 1982",University of Washington
Will Frazier,1966,1969,C-F,06-Jul,210,"August 24, 1942",Grambling State University
Will Perdue,1989,2001,C,7-0,240,"August 29, 1965",Vanderbilt University
Will Solomon,2002,2009,G,06-Jan,185,"July 20, 1978",Clemson University
William Avery,2000,2002,G,06-Feb,197,"August 8, 1979",Duke University
William Bedford,1987,1993,C,7-0,225,"December 14, 1963",University of Memphis
William Cunningham,1998,1999,C,06-Nov,250,"March 25, 1974",Temple University
William Franklin,1973,1976,F,06-Jul,220,"October 19, 1949",Purdue University
William Smith,1972,1973,C,7-0,220,"February 14, 1949",Syracuse University
Willie Allen,1972,1972,F,06-Jun,230,"February 8, 1949",University of Miami
Willie Anderson,1989,1997,G-F,06-Jul,190,"January 8, 1967",University of Georgia
Willie Burton,1991,1999,F-G,06-Aug,210,"May 26, 1968",University of Minnesota
Willie Cauley-Stein,2016,2018,F-C,7-0,240,"August 18, 1993",University of Kentucky
Willie Davis,1971,1971,C,06-Aug,234,"August 9, 1945",University of North Texas
Willie Green,2004,2015,G,06-Apr,200,"July 28, 1981",University of Detroit Mercy
Willie Iverson,1969,1969,G,6-0,180,"October 8, 1945",Central Michigan University
Willie Jones,1961,1965,G,06-Mar,185,"June 29, 1936",Northwestern University
Willie Long,1972,1974,F-C,06-Aug,225,"March 1, 1950",University of New Mexico
Willie McCarter,1970,1972,G,06-Mar,175,"July 26, 1946",Drake University
Willie Murrell,1968,1970,F,06-Jun,225,"September 13, 1941",Kansas State University
Willie Naulls,1957,1966,F-C,06-Jun,225,"October 7, 1934","University of California, Los Angeles"
Willie Norwood,1972,1978,F,06-Jul,220,"August 8, 1947",Alcorn State University
Willie Porter,1968,1969,F,06-Jul,205,"July 3, 1942",Tennessee State University
Willie Reed,2016,2018,F-C,06-Oct,220,"May 16, 1990",Saint Louis University
Willie Rogers,1969,1969,G-F,06-Mar,185,"September 11, 1945",University of Oklahoma
Willie Scott,1970,1970,F,06-May,210,"May 22, 1947",Alabama State University
Willie Smith,1977,1980,G,06-Feb,170,"October 26, 1953",University of Missouri
Willie Sojourner,1972,1975,C-F,06-Aug,225,"September 10, 1948",Weber State University
Willie Somerset,1966,1969,G,05-Aug,170,"March 17, 1942",Duquesne University
Willie Warren,2011,2011,G,06-Apr,203,"October 22, 1989",University of Oklahoma
Willie White,1985,1986,G,06-Mar,195,"August 20, 1962",University of Tennessee at Chattanooga
Willie Williams,1971,1971,F,06-Jul,200,"July 28, 1946",Florida State University
Willie Wise,1970,1978,F,06-May,210,"March 3, 1947",Drake University
Willie Worsley,1969,1969,G,05-Sep,175,"November 13, 1945",University of Texas at El Paso
Willis Reed,1965,1974,C-F,06-Sep,235,"June 25, 1942",Grambling State University
Willis Thomas,1968,1968,G,06-Feb,185,,Tennessee State University
Willy Hernangomez,2017,2018,C,06-Nov,240,"May 27, 1994",
Wilson Chandler,2008,2018,F,06-Aug,225,"May 10, 1987",DePaul University
Wilson Washington,1978,1979,F-C,06-Sep,227,"August 3, 1955",Old Dominion University
Wilt Chamberlain,1960,1973,C,07-Jan,275,"August 21, 1936",University of Kansas
Win Wilfong,1958,1961,G-F,06-Feb,185,"March 18, 1933",University of Memphis
Winford Boynes,1979,1981,G-F,06-Jun,185,"May 17, 1957",University of San Francisco
Winston Bennett,1990,1992,F,06-Jul,210,"February 9, 1965",University of Kentucky
Winston Crite,1988,1989,F,06-Jul,233,"June 20, 1965",Texas A&M University
Winston Garland,1988,1995,G,06-Feb,170,"December 19, 1964",Missouri State University
Woody Grimshaw,1947,1947,G,06-Jan,185,"September 24, 1919",Brown University
Woody Sauldsberry,1958,1966,F-C,06-Jul,220,"July 11, 1934",Texas Southern University
World B. Free,1976,1988,G,06-Feb,185,"December 9, 1953",Guilford College
Worthy Patterson,1958,1958,G,06-Feb,175,"June 17, 1931",University of Connecticut
Wyndol Gray,1947,1948,G-F,06-Jan,175,"March 20, 1922",Harvard University
Xavier Henry,2011,2015,G,06-Jun,220,"March 15, 1991",University of Kansas
Xavier McDaniel,1986,1998,F,06-Jul,205,"June 4, 1963",Wichita State University
